gamma_s,gamma_h,alpha,sensitivity,ppv,fmeasure
0.3,0.01,0.1,0.7441860465116279,0.5423728813559322,0.6274509803921569
0.2,0.4,0.1,0.8604651162790697,0.7254901960784313,0.7872340425531916
0.3,0.01,0.3,0.7209302325581395,0.5166666666666667,0.6019417475728156
0.3,0.05,0.1,0.7441860465116279,0.5614035087719298,0.6399999999999999
0.2,0.4,0.9,0.7209302325581395,0.5636363636363636,0.6326530612244898
0.3,0.1,0.3,0.7209302325581395,0.5344827586206896,0.6138613861386139
0.05,0.1,0.7,0.6976744186046512,0.46875,0.5607476635514019
0.3,0.1,0.5,0.6744186046511628,0.48333333333333334,0.5631067961165049
0.3,0.2,0.7,0.6511627906976745,0.4827586206896552,0.5544554455445545
0.3,0.05,0.5,0.6744186046511628,0.48333333333333334,0.5631067961165049
0.3,0.1,0.9,0.6511627906976745,0.4666666666666667,0.5436893203883496
0.05,0.2,0.3,0.9069767441860465,0.639344262295082,0.75
0.3,0.05,0.3,0.7209302325581395,0.5344827586206896,0.6138613861386139
0.3,0.1,0.1,0.7441860465116279,0.5614035087719298,0.6399999999999999
0.3,0.05,0.7,0.6511627906976745,0.4666666666666667,0.5436893203883496
0.3,0.2,0.1,0.7441860465116279,0.5818181818181818,0.6530612244897959
0.05,0.3,0.5,0.7674418604651163,0.559322033898305,0.6470588235294118
0.05,0.3,0.7,0.6976744186046512,0.4918032786885246,0.5769230769230769
0.3,0.2,0.9,0.6511627906976745,0.4827586206896552,0.5544554455445545
0.3,0.1,0.7,0.6511627906976745,0.4666666666666667,0.5436893203883496
0.3,0.2,0.5,0.6744186046511628,0.5,0.5742574257425743
0.3,0.01,0.5,0.6744186046511628,0.46774193548387094,0.5523809523809524
0.3,0.05,0.9,0.6511627906976745,0.4666666666666667,0.5436893203883496
0.3,0.2,0.3,0.7209302325581395,0.5535714285714286,0.6262626262626263
0.3,0.3,0.1,0.7441860465116279,0.6153846153846154,0.6736842105263158
0.05,0.4,0.1,0.9302325581395349,0.7272727272727273,0.8163265306122448
0.05,0.4,0.7,0.6976744186046512,0.5172413793103449,0.594059405940594
0.1,0.01,0.9,0.6976744186046512,0.46875,0.5607476635514019
0.1,0.05,0.1,0.9302325581395349,0.6666666666666666,0.7766990291262136
0.1,0.05,0.5,0.7674418604651163,0.5238095238095238,0.6226415094339623
0.1,0.1,0.1,0.9302325581395349,0.6666666666666666,0.7766990291262136
0.1,0.2,0.3,0.9069767441860465,0.639344262295082,0.75
0.1,0.2,0.5,0.7674418604651163,0.5409836065573771,0.6346153846153847
0.1,0.2,0.9,0.6976744186046512,0.47619047619047616,0.5660377358490566
0.1,0.3,0.3,0.9069767441860465,0.6610169491525424,0.7647058823529412
0.1,0.4,0.5,0.7906976744186046,0.6181818181818182,0.693877551020408
0.1,0.4,0.7,0.6976744186046512,0.5172413793103449,0.594059405940594
0.2,0.01,0.1,0.8604651162790697,0.6379310344827587,0.7326732673267328
0.2,0.01,0.5,0.7441860465116279,0.48484848484848486,0.5871559633027523
0.4,0.1,0.5,0.6744186046511628,0.48333333333333334,0.5631067961165049
0.4,0.2,0.9,0.6511627906976745,0.4827586206896552,0.5544554455445545
0.4,0.4,0.9,0.6511627906976745,0.5384615384615384,0.5894736842105263
0.3,0.3,0.5,0.6744186046511628,0.5272727272727272,0.5918367346938775
0.3,0.3,0.3,0.7209302325581395,0.5849056603773585,0.6458333333333333
0.3,0.4,0.1,0.7441860465116279,0.64,0.6881720430107526
0.3,0.4,0.5,0.6976744186046512,0.5882352941176471,0.6382978723404256
0.3,0.3,0.9,0.6511627906976745,0.509090909090909,0.5714285714285714
0.3,0.4,0.3,0.7209302325581395,0.6078431372549019,0.6595744680851063
0.4,0.01,0.5,0.6744186046511628,0.46774193548387094,0.5523809523809524
0.4,0.01,0.7,0.6511627906976745,0.45161290322580644,0.5333333333333333
0.3,0.4,0.9,0.6511627906976745,0.5384615384615384,0.5894736842105263
0.3,0.3,0.7,0.6511627906976745,0.509090909090909,0.5714285714285714
0.3,0.4,0.7,0.6511627906976745,0.5384615384615384,0.5894736842105263
0.4,0.01,0.3,0.7209302325581395,0.5166666666666667,0.6019417475728156
0.4,0.01,0.9,0.6511627906976745,0.45161290322580644,0.5333333333333333
0.4,0.05,0.3,0.7209302325581395,0.5344827586206896,0.6138613861386139
0.4,0.05,0.7,0.6511627906976745,0.4666666666666667,0.5436893203883496
0.4,0.1,0.1,0.7441860465116279,0.5614035087719298,0.6399999999999999
0.4,0.05,0.1,0.7441860465116279,0.5614035087719298,0.6399999999999999
0.4,0.05,0.9,0.6511627906976745,0.4666666666666667,0.5436893203883496
0.4,0.1,0.9,0.6511627906976745,0.4666666666666667,0.5436893203883496
0.4,0.2,0.7,0.6511627906976745,0.4827586206896552,0.5544554455445545
0.4,0.2,0.5,0.6744186046511628,0.5,0.5742574257425743
0.4,0.1,0.7,0.6511627906976745,0.4666666666666667,0.5436893203883496
0.4,0.1,0.3,0.7209302325581395,0.5344827586206896,0.6138613861386139
0.4,0.01,0.1,0.7441860465116279,0.5423728813559322,0.6274509803921569
0.4,0.3,0.3,0.7209302325581395,0.5849056603773585,0.6458333333333333
0.4,0.3,0.5,0.6744186046511628,0.5272727272727272,0.5918367346938775
0.4,0.4,0.5,0.6976744186046512,0.5882352941176471,0.6382978723404256
0.4,0.3,0.1,0.7441860465116279,0.6153846153846154,0.6736842105263158
0.4,0.4,0.1,0.7441860465116279,0.64,0.6881720430107526
0.4,0.2,0.3,0.7209302325581395,0.5535714285714286,0.6262626262626263
0.4,0.3,0.9,0.6511627906976745,0.509090909090909,0.5714285714285714
0.4,0.05,0.5,0.6744186046511628,0.48333333333333334,0.5631067961165049
0.4,0.4,0.3,0.7209302325581395,0.6078431372549019,0.6595744680851063
0.4,0.4,0.7,0.6511627906976745,0.5384615384615384,0.5894736842105263
0.4,0.2,0.1,0.7441860465116279,0.5818181818181818,0.6530612244897959
0.4,0.3,0.7,0.6511627906976745,0.509090909090909,0.5714285714285714
