gamma_s,gamma_h,alpha,sensitivity,ppv,fmeasure
0.3,0.4,0.9,0.7833333333333333,0.6811594202898551,0.7286821705426356
0.3333333333333333,0.058823529411764705,0.1,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3333333333333333,0.058823529411764705,0.3,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3333333333333333,0.058823529411764705,0.5,0.85,0.75,0.7968749999999999
0.3333333333333333,0.058823529411764705,0.7,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3333333333333333,0.058823529411764705,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3333333333333333,0.1111111111111111,0.1,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3333333333333333,0.1111111111111111,0.3,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3333333333333333,0.1111111111111111,0.5,0.85,0.75,0.7968749999999999
0.3333333333333333,0.1111111111111111,0.7,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3333333333333333,0.1111111111111111,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3333333333333333,0.2,0.1,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3333333333333333,0.2,0.3,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3333333333333333,0.2,0.5,0.85,0.75,0.7968749999999999
0.3333333333333333,0.2,0.7,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3333333333333333,0.2,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3333333333333333,0.3333333333333333,0.1,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3333333333333333,0.3333333333333333,0.3,0.8833333333333333,0.803030303030303,0.8412698412698413
0.3333333333333333,0.3333333333333333,0.5,0.85,0.75,0.7968749999999999
0.3333333333333333,0.3333333333333333,0.7,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.3333333333333333,0.3333333333333333,0.9,0.7833333333333333,0.6714285714285714,0.7230769230769231
0.4,0.01,0.1,0.8333333333333334,0.7936507936507936,0.8130081300813008
0.4,0.01,0.3,0.8333333333333334,0.7936507936507936,0.8130081300813008
