filepath,sensitivity,ppv,fmeasure
ibt-9-obt-0.5-hyb-0.04.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-0.5-hyb-0.06.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-0.5-hyb-0.08.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-0.5-hyb-0.1.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-0.5-hyb-0.2.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-0.5-hyb-0.3.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-0.5-hyb-0.4.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-0.5-hyb-0.5.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-0.5-hyb-0.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-1-hyb-0.02.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-1-hyb-0.04.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-1-hyb-0.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-2-hyb-0.06.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-2-hyb-0.08.fa,0.550724638,0.745098039,0.633333333
ibt-9-obt-2-hyb-0.1.fa,0.550724638,0.745098039,0.633333333
ibt-8-obt-1-hyb-0.4.fa,0.536231884,0.770833333,0.632478632
ibt-8-obt-1-hyb-0.5.fa,0.536231884,0.770833333,0.632478632
ibt-8-obt-2-hyb-0.02.fa,0.536231884,0.770833333,0.632478632
ibt-8-obt-2-hyb-0.04.fa,0.536231884,0.770833333,0.632478632
ibt-8-obt-2-hyb-0.fa,0.536231884,0.770833333,0.632478632
ibt-2-obt-1-hyb-0.06.fa,0.507246377,0.833333333,0.630630631
ibt-2-obt-4-hyb-0.2.fa,0.550724638,0.730769231,0.628099174
ibt-8-obt-0.5-hyb-0.8.fa,0.536231884,0.755102041,0.627118644
ibt-4-obt-0.5-hyb-0.02.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-0.5-hyb-0.04.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-0.5-hyb-0.06.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-0.5-hyb-0.08.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-0.5-hyb-0.1.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-0.5-hyb-0.2.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-0.5-hyb-0.3.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-0.5-hyb-0.4.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-0.5-hyb-0.5.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-0.5-hyb-0.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-1-hyb-0.02.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-1-hyb-0.04.fa,0.52173913,0.782608696,0.626086957
ibt-4-obt-1-hyb-0.fa,0.52173913,0.782608696,0.626086957
